seqnames,start,end,width,strand,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,symbol,refseq,ensembl
chr1,17728416,17729015,600,*,55160,17719414,17896957,+,inside,9002,9002,Overlapping,ARHGEF10L,NM_001011722;NM_001319837;NM_001319838;NM_001328124;NM_018125;NP_001011722;NP_001306766;NP_001306767;NP_001315053;NP_060595;NR_137287;NR_137288;XM_005245923;XM_005245925;XM_005245929;XM_006710728;XM_006710729;XM_006710731;XM_011541691;XM_011541692;XM_011541693;XM_017001617;XM_017001618;XM_017001619;XM_017001620;XM_017001621;XM_017001622;XM_024448059;XM_024448061;XM_024448062;XP_005245980;XP_005245982;XP_005245986;XP_006710791;XP_006710792;XP_006710794;XP_011539993;XP_011539994;XP_011539995;XP_016857106;XP_016857107;XP_016857108;XP_016857109;XP_016857110;XP_016857111;XP_024303827;XP_024303829;XP_024303830;XR_001737276;XR_001737277;XR_002956988;XR_002956989;XR_946686;XR_946688;XR_946689;XR_946690;XR_946691,ENSG00000074964
chr1,17758816,17759496,681,*,55160,17719414,17896957,+,inside,39402,39402,Overlapping,ARHGEF10L,NM_001011722;NM_001319837;NM_001319838;NM_001328124;NM_018125;NP_001011722;NP_001306766;NP_001306767;NP_001315053;NP_060595;NR_137287;NR_137288;XM_005245923;XM_005245925;XM_005245929;XM_006710728;XM_006710729;XM_006710731;XM_011541691;XM_011541692;XM_011541693;XM_017001617;XM_017001618;XM_017001619;XM_017001620;XM_017001621;XM_017001622;XM_024448059;XM_024448061;XM_024448062;XP_005245980;XP_005245982;XP_005245986;XP_006710791;XP_006710792;XP_006710794;XP_011539993;XP_011539994;XP_011539995;XP_016857106;XP_016857107;XP_016857108;XP_016857109;XP_016857110;XP_016857111;XP_024303827;XP_024303829;XP_024303830;XR_001737276;XR_001737277;XR_002956988;XR_002956989;XR_946686;XR_946688;XR_946689;XR_946690;XR_946691,ENSG00000074964
chr1,17776639,17777099,461,*,55160,17719414,17896957,+,inside,57225,57225,Overlapping,ARHGEF10L,NM_001011722;NM_001319837;NM_001319838;NM_001328124;NM_018125;NP_001011722;NP_001306766;NP_001306767;NP_001315053;NP_060595;NR_137287;NR_137288;XM_005245923;XM_005245925;XM_005245929;XM_006710728;XM_006710729;XM_006710731;XM_011541691;XM_011541692;XM_011541693;XM_017001617;XM_017001618;XM_017001619;XM_017001620;XM_017001621;XM_017001622;XM_024448059;XM_024448061;XM_024448062;XP_005245980;XP_005245982;XP_005245986;XP_006710791;XP_006710792;XP_006710794;XP_011539993;XP_011539994;XP_011539995;XP_016857106;XP_016857107;XP_016857108;XP_016857109;XP_016857110;XP_016857111;XP_024303827;XP_024303829;XP_024303830;XR_001737276;XR_001737277;XR_002956988;XR_002956989;XR_946686;XR_946688;XR_946689;XR_946690;XR_946691,ENSG00000074964
chr1,18091417,18091686,270,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,18389353,18390240,888,*,84966,18306827,18577563,+,inside,82526,82526,Overlapping,IGSF21,NM_032880;NP_116269;XM_011542319;XM_017002604;XM_017002605;XM_024450444;XP_011540621;XP_016858093;XP_016858094;XP_024306212,ENSG00000117154
chr1,19206442,19207160,719,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,19624605,19625513,909,*,832,19537860,19684579,-,inside,59974,59066,Overlapping,CAPZB,NM_001206540;NM_001206541;NM_001282162;NM_001313932;NM_004930;NP_001193469;NP_001193470;NP_001269091;NP_001300861;NP_004921;XM_006710938;XM_011542228;XM_011542229;XM_011542230;XM_017002428;XM_017002429;XM_017002430;XM_024450096;XM_024450097;XP_006711001;XP_011540530;XP_011540531;XP_011540532;XP_016857917;XP_016857918;XP_016857919;XP_024305864;XP_024305865,ENSG00000077549
chr1,19625799,19626935,1137,*,832,19537860,19684579,-,inside,58780,57644,Overlapping,CAPZB,NM_001206540;NM_001206541;NM_001282162;NM_001313932;NM_004930;NP_001193469;NP_001193470;NP_001269091;NP_001300861;NP_004921;XM_006710938;XM_011542228;XM_011542229;XM_011542230;XM_017002428;XM_017002429;XM_017002430;XM_024450096;XM_024450097;XP_006711001;XP_011540530;XP_011540531;XP_011540532;XP_016857917;XP_016857918;XP_016857919;XP_024305864;XP_024305865,ENSG00000077549
chr1,19647473,19648210,738,*,832,19537860,19684579,-,inside,37106,36369,Overlapping,CAPZB,NM_001206540;NM_001206541;NM_001282162;NM_001313932;NM_004930;NP_001193469;NP_001193470;NP_001269091;NP_001300861;NP_004921;XM_006710938;XM_011542228;XM_011542229;XM_011542230;XM_017002428;XM_017002429;XM_017002430;XM_024450096;XM_024450097;XP_006711001;XP_011540530;XP_011540531;XP_011540532;XP_016857917;XP_016857918;XP_016857919;XP_024305864;XP_024305865,ENSG00000077549
chr1,19670940,19671775,836,*,832,19537860,19684579,-,inside,13639,12804,Overlapping,CAPZB,NM_001206540;NM_001206541;NM_001282162;NM_001313932;NM_004930;NP_001193469;NP_001193470;NP_001269091;NP_001300861;NP_004921;XM_006710938;XM_011542228;XM_011542229;XM_011542230;XM_017002428;XM_017002429;XM_017002430;XM_024450096;XM_024450097;XP_006711001;XP_011540530;XP_011540531;XP_011540532;XP_016857917;XP_016857918;XP_016857919;XP_024305864;XP_024305865,ENSG00000077549
chr1,19781252,19781643,392,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,19795534,19796383,850,*,440574,19796054,19827761,+,overlapStart,-520,329,Overlapping,MICOS10,NM_001032363;NM_001204082;NM_001204083;NP_001027535;NP_001191011;NP_001191012;NR_033757;NR_033758,ENSG00000173436
chr1,19795534,19796383,850,*,4681,19796054,19857532,+,overlapStart,-520,329,Overlapping,NBL1,NM_001204084;NM_001204085;NM_001204086;NM_001278164;NM_001278165;NM_001278166;NM_005380;NM_182744;NP_001191013;NP_001191014;NP_001191015;NP_001265093;NP_001265094;NP_001265095;NP_005371;NP_877421,ENSG00000158747
chr1,20555924,20556745,822,*,127731,20490017,20553302,+,downstream,65907,2622,Overlapping,VWA5B1,NM_001039500;NM_144623;NP_001034589;XM_006710360;XM_011540683;XM_011540684;XM_011540685;XM_011540688;XM_011540690;XM_011540691;XM_011540692;XM_011540693;XM_011540695;XM_011540697;XM_011540698;XM_017000305;XM_017000306;XP_006710423;XP_011538985;XP_011538986;XP_011538987;XP_011538990;XP_011538992;XP_011538993;XP_011538994;XP_011538995;XP_011538997;XP_011538999;XP_011539000;XP_016855794;XP_016855795,ENSG00000158816
chr1,20812560,20813726,1167,*,978,20788031,20817987,+,inside,24529,4261,Overlapping,CDA,NM_001785;NP_001776,ENSG00000158825
chr1,21440651,21441235,585,*,1889,21416327,21544621,-,inside,103970,24324,Overlapping,ECE1,NM_001113347;NM_001113348;NM_001113349;NM_001397;NP_001106818;NP_001106819;NP_001106820;NP_001388;XM_006710398;XM_011540872;XM_011540873;XP_006710461;XP_011539174;XP_011539175,ENSG00000117298
chr1,21450750,21451630,881,*,1889,21416327,21544621,-,inside,93871,34423,Overlapping,ECE1,NM_001113347;NM_001113348;NM_001113349;NM_001397;NP_001106818;NP_001106819;NP_001106820;NP_001388;XM_006710398;XM_011540872;XM_011540873;XP_006710461;XP_011539174;XP_011539175,ENSG00000117298
chr1,21453650,21454086,437,*,1889,21416327,21544621,-,inside,90971,37323,Overlapping,ECE1,NM_001113347;NM_001113348;NM_001113349;NM_001397;NP_001106818;NP_001106819;NP_001106820;NP_001388;XM_006710398;XM_011540872;XM_011540873;XP_006710461;XP_011539174;XP_011539175,ENSG00000117298
chr1,21467329,21468067,739,*,1889,21416327,21544621,-,inside,77292,51002,Overlapping,ECE1,NM_001113347;NM_001113348;NM_001113349;NM_001397;NP_001106818;NP_001106819;NP_001106820;NP_001388;XM_006710398;XM_011540872;XM_011540873;XP_006710461;XP_011539174;XP_011539175,ENSG00000117298
chr1,21523289,21524153,865,*,1889,21416327,21544621,-,inside,21332,20468,Overlapping,ECE1,NM_001113347;NM_001113348;NM_001113349;NM_001397;NP_001106818;NP_001106819;NP_001106820;NP_001388;XM_006710398;XM_011540872;XM_011540873;XP_006710461;XP_011539174;XP_011539175,ENSG00000117298
chr1,21825752,21826422,671,*,5909,21795302,21868386,-,inside,42634,30450,Overlapping,RAP1GAP,NM_001145657;NM_001145658;NM_001330383;NM_001350524;NM_001350525;NM_001350526;NM_001350527;NM_001350528;NM_002885;NP_001139129;NP_001139130;NP_001317312;NP_001337453;NP_001337454;NP_001337455;NP_001337456;NP_001337457;NP_002876;XM_005245955;XM_006710804;XM_006710805;XM_017001965;XM_017001966;XM_017001967;XM_017001968;XM_017001969;XM_017001970;XM_017001971;XM_017001972;XM_017001973;XM_017001974;XM_017001975;XM_017001976;XM_017001977;XM_017001980;XM_017001982;XM_017001984;XM_017001985;XM_017001987;XM_017001988;XM_017001990;XM_017001991;XP_005246012;XP_006710867;XP_006710868;XP_016857454;XP_016857455;XP_016857456;XP_016857457;XP_016857458;XP_016857459;XP_016857460;XP_016857461;XP_016857462;XP_016857463;XP_016857464;XP_016857465;XP_016857466;XP_016857469;XP_016857471;XP_016857473;XP_016857474;XP_016857476;XP_016857477;XP_016857479;XP_016857480;XR_001737348;XR_001737349;XR_001737350;XR_001737351;XR_001737352;XR_001737353;XR_001737354;XR_001737355;XR_001737356;XR_946725;XR_946726;XR_946727;XR_946728;XR_946729;XR_946730;XR_946731;XR_946733,ENSG00000076864
chr1,21833030,21834228,1199,*,5909,21795302,21868386,-,inside,35356,34158,Overlapping,RAP1GAP,NM_001145657;NM_001145658;NM_001330383;NM_001350524;NM_001350525;NM_001350526;NM_001350527;NM_001350528;NM_002885;NP_001139129;NP_001139130;NP_001317312;NP_001337453;NP_001337454;NP_001337455;NP_001337456;NP_001337457;NP_002876;XM_005245955;XM_006710804;XM_006710805;XM_017001965;XM_017001966;XM_017001967;XM_017001968;XM_017001969;XM_017001970;XM_017001971;XM_017001972;XM_017001973;XM_017001974;XM_017001975;XM_017001976;XM_017001977;XM_017001980;XM_017001982;XM_017001984;XM_017001985;XM_017001987;XM_017001988;XM_017001990;XM_017001991;XP_005246012;XP_006710867;XP_006710868;XP_016857454;XP_016857455;XP_016857456;XP_016857457;XP_016857458;XP_016857459;XP_016857460;XP_016857461;XP_016857462;XP_016857463;XP_016857464;XP_016857465;XP_016857466;XP_016857469;XP_016857471;XP_016857473;XP_016857474;XP_016857476;XP_016857477;XP_016857479;XP_016857480;XR_001737348;XR_001737349;XR_001737350;XR_001737351;XR_001737352;XR_001737353;XR_001737354;XR_001737355;XR_001737356;XR_946725;XR_946726;XR_946727;XR_946728;XR_946729;XR_946730;XR_946731;XR_946733,ENSG00000076864
chr1,21837834,21838609,776,*,5909,21795302,21868386,-,inside,30552,29777,Overlapping,RAP1GAP,NM_001145657;NM_001145658;NM_001330383;NM_001350524;NM_001350525;NM_001350526;NM_001350527;NM_001350528;NM_002885;NP_001139129;NP_001139130;NP_001317312;NP_001337453;NP_001337454;NP_001337455;NP_001337456;NP_001337457;NP_002876;XM_005245955;XM_006710804;XM_006710805;XM_017001965;XM_017001966;XM_017001967;XM_017001968;XM_017001969;XM_017001970;XM_017001971;XM_017001972;XM_017001973;XM_017001974;XM_017001975;XM_017001976;XM_017001977;XM_017001980;XM_017001982;XM_017001984;XM_017001985;XM_017001987;XM_017001988;XM_017001990;XM_017001991;XP_005246012;XP_006710867;XP_006710868;XP_016857454;XP_016857455;XP_016857456;XP_016857457;XP_016857458;XP_016857459;XP_016857460;XP_016857461;XP_016857462;XP_016857463;XP_016857464;XP_016857465;XP_016857466;XP_016857469;XP_016857471;XP_016857473;XP_016857474;XP_016857476;XP_016857477;XP_016857479;XP_016857480;XR_001737348;XR_001737349;XR_001737350;XR_001737351;XR_001737352;XR_001737353;XR_001737354;XR_001737355;XR_001737356;XR_946725;XR_946726;XR_946727;XR_946728;XR_946729;XR_946730;XR_946731;XR_946733,ENSG00000076864
chr1,22054868,22055490,623,*,3339,22021324,22136337,-,inside,81469,33544,Overlapping,HSPG2,NM_001291860;NM_005529;NP_001278789;NP_005520;XM_011541318;XM_017001120;XM_017001121;XM_017001122;XP_011539620;XP_016856609;XP_016856610;XP_016856611,ENSG00000142798
chr1,22103810,22104460,651,*,3339,22021324,22136337,-,inside,32527,31877,Overlapping,HSPG2,NM_001291860;NM_005529;NP_001278789;NP_005520;XM_011541318;XM_017001120;XM_017001121;XM_017001122;XP_011539620;XP_016856609;XP_016856610;XP_016856611,ENSG00000142798
chr1,22155595,22156651,1057,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,22458582,22459389,808,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,22611452,22612400,949,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,22613001,22613811,811,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,22671423,22672399,977,*,9923,22650931,22730237,+,inside,20492,20492,Overlapping,ZBTB40,NM_001083621;NM_001330398;NM_014870;NP_001077090;NP_001317327;NP_055685;XM_011542499;XM_011542500;XM_024451297;XP_011540801;XP_011540802;XP_024307065;XR_946804;XR_946805,ENSG00000184677
chr1,23650967,23651632,666,*,55616,23627643,23683644,-,inside,32677,23324,Overlapping,ASAP3,NM_001143778;NM_017707;NP_001137250;NP_060177;XM_011541755;XM_017001685;XM_017001686;XM_017001687;XM_017001688;XM_017001689;XP_011540057;XP_016857174;XP_016857175;XP_016857176;XP_016857177;XP_016857178,ENSG00000088280;ENSG00000282854
chr1,23755588,23756175,588,*,3399,23756996,23758909,-,downstream,3321,821,Overlapping,ID3,NM_002167;NP_002158,ENSG00000117318;ENSG00000283060
chr1,23784484,23785182,699,*,259283,23780572,23839644,+,inside,3912,3912,Overlapping,MDS2,NM_001348075;NP_001335004;XM_024446290;XM_024446291;XP_024302058;XP_024302059,ENSG00000197880
chr1,23792603,23793321,719,*,259283,23780572,23839644,+,inside,12031,12031,Overlapping,MDS2,NM_001348075;NP_001335004;XM_024446290;XM_024446291;XP_024302058;XP_024302059,ENSG00000197880
chr1,24156068,24156704,637,*,55629,24158917,24162518,+,upstream,-2849,2213,Overlapping,PNRC2,NM_017761;NP_060231;XM_017001691;XP_016857180,ENSG00000189266
chr1,24200277,24200833,557,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,24210569,24211069,501,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,24217445,24218489,1045,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,24766969,24767513,545,*,400746,24755189,24808403,+,inside,11780,11780,Overlapping,NCMAP,NM_001010980;NP_001010980;XM_005245872;XM_011541463;XP_005245929;XP_011539765,ENSG00000184454
chr1,24769464,24769929,466,*,400746,24755189,24808403,+,inside,14275,14275,Overlapping,NCMAP,NM_001010980;NP_001010980;XM_005245872;XM_011541463;XP_005245929;XP_011539765,ENSG00000184454
chr1,25095509,25095857,349,*,864,25098589,25164199,-,downstream,68690,2732,Overlapping,RUNX3,NM_001031680;NM_001320672;NM_004350;NP_001026850;NP_001307601;NP_004341;XM_005246024;XM_011542351;XP_005246081;XP_011540653,ENSG00000020633
chr1,25675085,25676063,979,*,55219,25630006,25698516,+,inside,45079,22453,Overlapping,MACO1,NM_001282564;NM_018202;NP_001269493;NP_060672;XM_005245931;XM_011541704;XP_005245988;XP_011540006,ENSG00000204178
chr1,25767184,25767993,810,*,26119,25742663,25767964,+,overlapEnd,24521,29,Overlapping,LDLRAP1,NM_015627;NP_056442;XM_006710559;XM_006710560;XM_006710561;XM_011541209;XM_011541210;XM_011541211;XM_011541212;XM_017000994;XM_017000995;XM_024446315;XP_006710622;XP_006710623;XP_006710624;XP_011539511;XP_011539512;XP_011539513;XP_011539514;XP_016856483;XP_016856484;XP_024302083;XR_001737112;XR_001737113;XR_002956258;XR_426598;XR_946602;XR_946603,ENSG00000157978
chr1,25772539,25773111,573,*,26119,25742663,25767964,+,downstream,29876,4575,Overlapping,LDLRAP1,NM_015627;NP_056442;XM_006710559;XM_006710560;XM_006710561;XM_011541209;XM_011541210;XM_011541211;XM_011541212;XM_017000994;XM_017000995;XM_024446315;XP_006710622;XP_006710623;XP_006710624;XP_011539511;XP_011539512;XP_011539513;XP_011539514;XP_016856483;XP_016856484;XP_024302083;XR_001737112;XR_001737113;XR_002956258;XR_426598;XR_946602;XR_946603,ENSG00000157978
chr1,25907399,25907709,311,*,57134,25816546,25983845,+,inside,90853,76136,Overlapping,MAN1C1,NM_001289010;NM_020379;NP_001275939;NP_065112;XM_017001860;XM_017001861;XP_016857349;XP_016857350;XR_001737333;XR_001737334,ENSG00000117643
chr1,25979396,25979946,551,*,57134,25816546,25983845,+,inside,162850,3899,Overlapping,MAN1C1,NM_001289010;NM_020379;NP_001275939;NP_065112;XM_017001860;XM_017001861;XP_016857349;XP_016857350;XR_001737333;XR_001737334,ENSG00000117643
chr1,26277542,26278027,486,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,26376864,26377615,752,*,10256,26376568,26388962,+,inside,296,296,Overlapping,CNKSR1,NM_001297647;NM_001297648;NM_006314;NP_001284576;NP_001284577;NP_006305;NR_023345,ENSG00000142675
chr1,26736805,26737325,521,*,6195,26728836,26774107,+,inside,7969,7969,Overlapping,RPS6KA1,NM_001006665;NM_001330441;NM_002953;NP_001006666;NP_001317370;NP_002944;XM_024448871;XP_024304639,ENSG00000117676;ENSG00000281877
chr1,27113089,27113614,526,*,8431,27110566,27113047,-,upstream,-42,42,Overlapping,NR0B2,NM_021969;NP_068804;XM_011542297;XP_011540599,ENSG00000131910
chr1,27147087,27147674,588,*,10726,27120811,27145474,+,downstream,26276,1613,Overlapping,NUDC,NM_006600;NP_006591;XM_011540530;XM_017000094;XM_017000095;XM_017000096;XM_024452486;XP_011538832;XP_016855583;XP_016855584;XP_016855585;XP_024308254,ENSG00000090273
chr1,27147087,27147674,588,*,126695,27148648,27159484,-,downstream,12397,974,Overlapping,KDF1,NM_152365;NP_689578;XM_005245735;XM_011540622;XP_005245792;XP_011538924,ENSG00000175707
chr1,27340565,27341251,687,*,6548,27297891,27353988,-,inside,13423,12737,Overlapping,SLC9A1,NM_003047;NP_003038;NR_046474;XM_011542021;XP_011540323,ENSG00000090020
chr1,27343232,27343966,735,*,6548,27297891,27353988,-,inside,10756,10022,Overlapping,SLC9A1,NM_003047;NP_003038;NR_046474;XM_011542021;XP_011540323,ENSG00000090020
chr1,27740966,27741919,954,*,27245,27733343,27802948,-,inside,61982,7623,Overlapping,AHDC1,NM_001029882;NP_001025053;XM_005245848;XM_005245849;XM_005245850;XM_005245851;XM_005245852;XM_011541255;XM_011541256;XM_011541257;XM_024446461;XP_005245905;XP_005245906;XP_005245907;XP_005245908;XP_005245909;XP_011539557;XP_011539558;XP_011539559;XP_024302229;XR_946609,ENSG00000126705
chr1,28512879,28513525,647,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,28719196,28719835,640,*,1104,28717332,28738194,+,inside,1864,1864,Overlapping,RCC1,NM_001048194;NM_001048195;NM_001048199;NM_001269;NP_001041659;NP_001041660;NP_001041664;NP_001260;NR_030725;NR_030726,ENSG00000180198
chr1,28719196,28719835,640,*,751867,28705083,28738194,+,inside,14113,14113,Overlapping,"NA","NA","NA"
chr1,29519599,29520113,515,*,10076,29435634,29525903,+,inside,83965,5790,Overlapping,PTPRU,NM_001195001;NM_005704;NM_133177;NM_133178;NP_001181930;NP_005695;NP_573438;NP_573439;XM_006710269;XM_016999992;XM_016999993;XM_016999994;XM_016999995;XP_006710332;XP_016855481;XP_016855482;XP_016855483;XP_016855484,ENSG00000060656
chr1,30548088,30548933,846,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,30590637,30591659,1023,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,30628018,30628713,696,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,30706916,30707674,759,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,31431953,31432718,766,*,79570,31425180,31433587,-,inside,1634,869,Overlapping,NKAIN1,NM_024522;NP_078798;XM_017002320;XP_016857809,ENSG00000084628
chr1,31716940,31717479,540,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,31722989,31723479,491,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,31822153,31822708,556,*,64129,31785705,31825874,+,inside,36448,3166,Overlapping,TINAGL1,NM_001204414;NM_001204415;NM_022164;NP_001191343;NP_001191344;NP_071447;XM_005271106;XM_005271107;XM_011541946;XP_005271163;XP_005271164;XP_011540248,ENSG00000142910
chr1,31993482,31993985,504,*,576,31965305,32003081,-,inside,9599,9096,Overlapping,ADGRB2,NM_001294335;NM_001294336;NM_001364857;NP_001281264;NP_001281265;NP_001351786;XM_011541848;XM_011541849;XM_011541858;XM_017001899;XM_017001900;XM_017001901;XM_017001902;XM_017001903;XM_017001904;XM_017001905;XM_017001906;XM_017001907;XM_017001908;XM_017001909;XM_017001910;XM_017001911;XM_017001912;XM_024448673;XP_011540150;XP_011540151;XP_011540160;XP_016857388;XP_016857389;XP_016857390;XP_016857391;XP_016857392;XP_016857393;XP_016857394;XP_016857395;XP_016857396;XP_016857397;XP_016857398;XP_016857399;XP_016857400;XP_016857401;XP_024304441;XR_001737343,ENSG00000121753
chr1,32007595,32008334,740,*,576,31965305,32003081,-,upstream,-4514,4514,Overlapping,ADGRB2,NM_001294335;NM_001294336;NM_001364857;NP_001281264;NP_001281265;NP_001351786;XM_011541848;XM_011541849;XM_011541858;XM_017001899;XM_017001900;XM_017001901;XM_017001902;XM_017001903;XM_017001904;XM_017001905;XM_017001906;XM_017001907;XM_017001908;XM_017001909;XM_017001910;XM_017001911;XM_017001912;XM_024448673;XP_011540150;XP_011540151;XP_011540160;XP_016857388;XP_016857389;XP_016857390;XP_016857391;XP_016857392;XP_016857393;XP_016857394;XP_016857395;XP_016857396;XP_016857397;XP_016857398;XP_016857399;XP_016857400;XP_016857401;XP_024304441;XR_001737343,ENSG00000121753
chr1,32068583,32069415,833,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,32080872,32081572,701,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,32093139,32094038,900,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,32118059,32118901,843,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,32570935,32571513,579,*,3065,32530295,32571811,+,inside,40640,298,Overlapping,HDAC1,NM_004964;NP_004955;XM_011541309;XP_011539611,ENSG00000116478
chr1,32570935,32571513,579,*,65108,32572027,32574410,-,downstream,3475,514,Overlapping,MARCKSL1,NM_023009;NP_075385;NR_052852,ENSG00000175130
chr1,32997344,32998516,1173,*,57648,32980099,33013158,+,inside,17245,14642,Overlapping,KIAA1522,NM_001198972;NM_001198973;NM_001369553;NM_020888;NP_001185901;NP_001185902;NP_001356482;NP_065939;XM_006710791;XM_017001916;XM_017001917;XP_006710854;XP_016857405;XP_016857406,ENSG00000162522
chr1,33897890,33899064,1175,*,114784,33752196,34404030,-,inside,506140,145694,Overlapping,CSMD2,NM_001281956;NM_052896;NP_001268885;NP_443128;XM_017000185;XM_017000188;XM_017000190;XM_017000191;XM_017000192;XM_017000193;XM_024452878;XP_016855674;XP_016855677;XP_016855679;XP_016855680;XP_016855681;XP_016855682;XP_024308646;XR_002959290;XR_002959291;XR_002959295;XR_002959296,ENSG00000121904
